,p1_len,p2_len,label,p1_len_bin,p2_len_bin
3149,396,424,1,400,450
3150,258,814,1,300,850
3151,822,496,1,850,500
3152,190,907,0,200,950
3153,522,895,1,550,900
3154,1935,1939,1,1950,1950
3155,360,130,1,400,150
3156,268,747,1,300,750
3157,546,808,1,550,850
3158,2012,326,1,2050,350
3159,241,71,0,250,100
3160,408,735,0,450,750
3161,396,708,0,400,750
3162,86,755,1,100,800
3163,474,424,1,500,450
3164,417,364,0,450,400
3165,144,972,1,150,1000
3166,741,365,0,750,400
3167,441,476,0,450,500
3168,800,424,1,800,450
3169,467,224,0,500,250
3170,508,703,1,550,750
3171,103,322,1,150,350
3172,866,163,1,900,200
3173,494,461,0,500,500
3174,635,122,0,650,150
3175,453,797,1,500,800
3176,389,494,1,400,500
3177,389,433,1,400,450
3178,895,322,1,900,350
3179,1036,220,0,1050,250
3180,382,1032,1,400,1050
3181,382,312,0,400,350
3182,833,711,1,850,750
3183,1134,490,0,1150,500
3184,532,513,1,550,550
3185,133,113,1,150,150
3186,247,373,0,250,400
3187,332,2209,0,350,2250
3188,427,600,1,450,600
3189,725,465,0,750,500
3190,847,292,0,850,300
3191,820,2136,1,850,2150
3192,727,128,1,750,150
3193,244,735,0,250,750
3194,543,538,1,550,550
3195,2136,1036,0,2150,1050
3196,495,852,1,500,900
3197,781,795,1,800,800
3198,79,298,1,100,300
3199,1534,186,0,1550,200
3200,75,173,0,100,200
3201,121,371,0,150,400
3202,416,263,0,450,300
3203,3000,1033,1,3000,1050
3204,426,200,0,450,200
3205,515,515,1,550,550
3206,69,256,1,100,300
3207,456,396,1,500,400
3208,146,747,1,150,750
3209,734,711,1,750,750
3210,580,890,1,600,900
3211,276,211,1,300,250
3212,550,427,1,550,450
3213,163,640,0,200,650
3214,365,1298,1,400,1300
3215,110,895,1,150,900
3216,676,872,1,700,900
3217,158,425,0,200,450
3218,536,322,1,550,350
3219,697,326,0,700,350
3220,189,581,1,200,600
3221,696,604,0,700,650
3222,720,115,1,750,150
3223,615,805,0,650,850
3224,478,377,0,500,400
3225,895,795,1,900,800
3226,286,359,0,300,400
3227,377,1040,0,400,1050
3228,972,683,1,1000,700
3229,999,676,1,1000,700
3230,316,210,1,350,250
3231,617,105,0,650,150
3232,822,74,1,850,100
3233,597,442,1,600,450
3234,216,808,1,250,850
3235,729,70,0,750,100
3236,963,955,0,1000,1000
3237,184,637,1,200,650
3238,748,273,0,750,300
3239,1581,2210,1,1600,2250
3240,235,1220,0,250,1250
3241,91,398,0,100,400
3242,473,475,1,500,500
3243,95,201,0,100,250
3244,348,366,1,350,400
3245,416,360,0,450,400
3246,1335,797,0,1350,800
3247,520,334,0,550,350
3248,1368,270,1,1400,300
3249,444,280,0,450,300
3250,175,79,0,200,100
3251,1290,620,1,1300,650
3252,117,2177,1,150,2200
3253,693,198,0,700,200
3254,58,69,1,100,100
3255,852,425,1,900,450
3256,1581,502,1,1600,550
3257,468,167,0,500,200
3258,71,425,0,100,450
3259,254,344,1,300,350
3260,126,412,0,150,450
3261,130,795,0,150,800
3262,177,400,0,200,400
3263,150,265,0,150,300
3264,513,837,1,550,850
3265,164,238,1,200,250
3266,241,310,1,250,350
3267,236,594,1,250,600
3268,593,879,0,600,900
3269,144,520,0,150,550
3270,382,406,1,400,450
3271,1156,1391,1,1200,1400
3272,557,522,1,600,550
3273,550,520,1,550,550
3274,102,1944,0,150,1950
3275,229,339,0,250,350
3276,99,1040,0,100,1050
3277,426,476,1,450,500
3278,114,225,0,150,250
3279,658,2098,0,700,2100
3280,1461,445,0,1500,450
3281,199,177,1,200,200
3282,350,451,0,350,500
3283,528,393,0,550,400
3284,104,237,1,150,250
3285,133,475,1,150,500
3286,725,558,0,750,600
3287,224,235,1,250,250
3288,566,797,1,600,800
3289,785,423,1,800,450
3290,1873,260,1,1900,300
3291,2161,977,1,2200,1000
3292,504,629,0,550,650
3293,336,182,0,350,200
3294,249,115,0,250,150
3295,706,3000,1,750,3000
3296,824,350,1,850,350
3297,1566,126,0,1600,150
3298,103,177,1,150,200
3299,202,1382,0,250,1400
3300,623,217,0,650,250
3301,91,154,0,100,200
3302,942,860,1,950,900
3303,588,505,1,600,550
3304,410,404,1,450,450
3305,520,314,0,550,350
3306,866,711,0,900,750
3307,453,546,1,500,550
3308,320,325,1,350,350
3309,791,739,1,800,750
3310,91,972,1,100,1000
3311,421,1040,0,450,1050
3312,99,1782,0,100,1800
3313,495,152,1,500,200
3314,1041,789,0,1050,800
3315,797,1507,1,800,1550
3316,1601,341,0,1650,350
3317,258,445,1,300,450
3318,1601,782,0,1650,800
3319,148,1041,1,150,1050
3320,1382,472,1,1400,500
3321,1939,1938,1,1950,1950
3322,1037,71,0,1050,100
3323,405,136,0,450,150
3324,44,389,0,50,400
3325,1599,814,1,1600,850
3326,494,310,1,500,350
3327,54,380,1,100,400
3328,389,422,1,400,450
3329,320,218,1,350,250
3330,814,374,1,850,400
3331,320,333,1,350,350
3332,348,364,1,350,400
3333,566,942,1,600,950
3334,297,505,0,300,550
3335,236,492,0,250,500
3336,522,941,1,550,950
3337,69,1094,0,100,1100
3338,907,782,1,950,800
3339,77,182,0,100,200
3340,1058,1499,0,1100,1500
3341,1382,302,0,1400,350
3342,1094,198,1,1100,200
3343,536,225,1,550,250
3344,1581,1368,1,1600,1400
3345,419,356,0,450,400
3346,548,261,1,550,300
3347,502,464,1,550,500
3348,599,741,1,600,750
3349,585,625,0,600,650
3350,360,292,0,400,300
3351,759,776,1,800,800
3352,139,424,1,150,450
3353,195,336,0,200,350
3354,904,847,0,950,850
3355,517,336,1,550,350
3356,1849,1140,0,1850,1150
3357,752,1124,0,800,1150
3358,3000,255,1,3000,300
3359,458,860,1,500,900
3360,320,913,1,350,950
3361,288,265,1,300,300
3362,1265,1050,0,1300,1050
3363,164,154,0,200,200
3364,322,708,0,350,750
3365,1447,351,0,1450,400
3366,520,796,0,550,800
3367,824,74,1,850,100
3368,466,1031,0,500,1050
3369,904,260,1,950,300
3370,366,365,1,400,400
3371,1976,172,1,2000,200
3372,647,2492,0,650,2500
3373,385,70,0,400,100
3374,62,764,0,100,800
3375,1382,182,0,1400,200
3376,419,1782,0,450,1800
3377,618,69,0,650,100
3378,1304,139,1,1350,150
3379,372,331,0,400,350
3380,713,513,0,750,550
3381,315,325,1,350,350
3382,144,133,1,150,150
3383,70,105,1,100,150
3384,180,339,1,200,350
3385,497,483,0,500,500
3386,1523,629,0,1550,650
3387,68,380,1,100,400
3388,566,206,0,600,250
3389,505,609,1,550,650
3390,670,532,0,700,550
3391,785,154,1,800,200
3392,1023,419,0,1050,450
3393,593,1958,0,600,2000
3394,156,895,1,200,900
3395,777,1958,0,800,2000
3396,386,302,0,400,350
3397,773,1826,0,800,1850
3398,829,442,0,850,450
3399,1029,999,0,1050,1000
3400,159,1036,0,200,1050
3401,1368,2177,1,1400,2200
3402,297,166,1,300,200
3403,217,703,0,250,750
3404,490,783,0,500,800
3405,436,473,0,450,500
3406,664,414,0,700,450
3407,86,513,1,100,550
3408,557,464,1,600,500
3409,550,913,1,550,950
3410,296,261,1,300,300
3411,326,741,1,350,750
3412,433,439,1,450,450
3413,798,1276,1,800,1300
3414,102,216,1,150,250
3415,1530,154,0,1550,200
3416,199,110,1,200,150
3417,230,931,0,250,950
3418,565,74,1,600,100
3419,557,439,1,600,450
3420,148,142,1,150,150
3421,379,467,0,400,500
3422,591,781,1,600,800
3423,597,1298,1,600,1300
3424,336,107,1,350,150
3425,360,393,1,400,400
3426,1499,292,0,1500,300
3427,664,410,0,700,450
3428,536,181,0,550,200
3429,427,362,0,450,400
3430,557,435,1,600,450
3431,394,365,1,400,400
3432,2012,566,0,2050,600
3433,210,202,0,250,250
3434,1134,1382,0,1150,1400
3435,101,365,0,150,400
3436,282,332,0,300,350
3437,1481,1455,1,1500,1500
3438,1093,1220,1,1100,1250
3439,242,350,1,250,350
3440,93,349,0,100,350
3441,260,70,0,300,100
3442,425,131,1,450,150
3443,711,334,0,750,350
3444,546,913,1,550,950
3445,501,1031,1,550,1050
3446,95,139,1,100,150
3447,527,515,0,550,550
3448,288,121,0,300,150
3449,515,1187,1,550,1200
3450,172,172,1,200,200
3451,732,661,1,750,700
3452,686,526,0,700,550
3453,1830,2492,0,1850,2500
3454,155,581,0,200,600
3455,464,178,1,500,200
3456,1008,201,0,1050,250
3457,348,341,1,350,350
3458,1023,1010,1,1050,1050
3459,294,280,1,300,300
3460,370,364,1,400,400
3461,777,923,1,800,950
3462,416,1043,0,450,1050
3463,147,367,0,150,400
3464,942,442,1,950,450
3465,348,466,1,350,500
3466,146,268,1,150,300
3467,686,152,0,700,200
3468,377,403,1,400,450
3469,2725,359,0,2750,400
3470,359,345,0,400,350
3471,199,941,1,200,950
3472,142,484,0,150,500
3473,141,634,0,150,650
3474,102,520,1,150,550
3475,365,164,1,400,200
3476,797,609,1,800,650
3477,503,514,0,550,550
3478,436,430,1,450,450
3479,404,302,0,450,350
3480,1436,326,1,1450,350
3481,355,340,1,400,350
3482,91,322,1,100,350
3483,709,172,0,750,200
3484,98,174,1,100,200
3485,759,1140,1,800,1150
3486,360,360,1,400,400
3487,95,128,1,100,150
3488,128,390,0,150,400
3489,904,546,1,950,550
3490,766,513,0,800,550
3491,453,921,0,500,950
3492,698,238,0,700,250
3493,1041,128,1,1050,150
3494,294,350,1,300,350
3495,113,406,0,150,450
3496,468,494,0,500,500
3497,239,169,0,250,200
3498,404,348,1,450,350
3499,177,522,1,200,550
3500,921,647,0,950,650
3501,1338,931,1,1350,950
3502,1436,741,1,1450,750
3503,294,1508,1,300,1550
3504,348,444,1,350,450
3505,177,142,1,200,150
3506,326,359,1,350,400
3507,370,270,0,400,300
3508,350,347,1,350,350
3509,326,403,1,350,450
3510,484,154,0,500,200
3511,224,1203,0,250,1250
3512,464,820,1,500,850
3513,261,412,0,300,450
3514,128,389,1,150,400
3515,736,766,0,750,800
3516,913,136,0,950,150
3517,1484,505,0,1500,550
3518,2492,225,0,2500,250
3519,69,529,1,100,550
3520,339,462,0,350,500
3521,166,302,0,200,350
3522,1507,600,1,1550,600
3523,536,1227,1,550,1250
3524,172,890,0,200,900
3525,149,785,0,150,800
3526,95,490,0,100,500
3527,310,147,0,350,150
3528,844,403,0,850,450
3529,290,410,0,300,450
3530,450,444,0,450,450
3531,565,333,0,600,350
3532,224,198,1,250,200
3533,2221,266,0,2250,300
3534,659,241,0,700,250
3535,364,344,1,400,350
3536,260,2221,1,300,2250
3537,380,201,0,400,250
3538,190,483,0,200,500
3539,499,972,1,500,1000
3540,1976,1938,1,2000,1950
3541,102,913,1,150,950
3542,266,133,0,300,150
3543,373,426,0,400,450
3544,1368,146,1,1400,150
3545,503,466,0,550,500
3546,115,451,0,150,500
3547,326,515,0,350,550
3548,791,163,1,800,200
3549,2567,1098,1,2600,1100
3550,844,671,0,850,700
3551,320,814,1,350,850
3552,559,442,1,600,450
3553,907,3000,1,950,3000
3554,128,310,1,150,350
3555,265,796,0,300,800
3556,522,820,1,550,850
3557,1041,464,1,1050,500
3558,522,464,1,550,500
3559,3000,482,0,3000,500
3560,124,409,0,150,450
3561,103,565,1,150,600
3562,163,344,1,200,350
3563,565,142,1,600,150
3564,1098,501,1,1100,550
3565,2012,741,1,2050,750
3566,445,133,1,450,150
3567,977,745,0,1000,750
3568,504,630,0,550,650
3569,105,128,1,150,150
3570,546,942,1,550,950
3571,773,406,1,800,450
3572,95,177,1,100,200
3573,357,144,1,400,150
3574,333,445,1,350,450
3575,895,142,1,900,150
3576,501,847,0,550,850
3577,167,118,0,200,150
3578,95,312,1,100,350
3579,461,2215,1,500,2250
3580,278,634,0,300,650
3581,557,513,1,600,550
3582,1154,419,0,1200,450
3583,447,230,0,450,250
3584,1581,178,1,1600,200
3585,114,114,1,150,150
3586,123,282,0,150,300
3587,503,168,0,550,200
3588,777,131,0,800,150
3589,144,445,1,150,450
3590,422,433,1,450,450
3591,557,128,1,600,150
3592,1181,1032,0,1200,1050
3593,335,100,1,350,100
3594,1368,747,1,1400,750
3595,285,744,1,300,750
3596,345,339,1,350,350
3597,550,731,1,550,750
3598,268,117,0,300,150
3599,861,1584,0,900,1600
3600,1481,803,0,1500,850
3601,453,477,0,500,500
3602,200,502,1,200,550
3603,199,322,1,200,350
3604,420,1670,0,450,1700
3605,955,300,0,1000,300
3606,350,270,0,350,300
3607,520,427,1,550,450
3608,1017,764,0,1050,800
3609,496,185,1,500,200
3610,265,1584,0,300,1600
3611,482,853,1,500,900
3612,1935,1938,1,1950,1950
3613,258,144,1,300,150
3614,181,180,0,200,200
3615,159,401,0,200,450
3616,653,365,0,700,400
3617,1455,879,0,1500,900
3618,242,167,1,250,200
3619,1088,344,0,1100,350
3620,116,128,1,150,150
3621,620,565,1,650,600
3622,429,334,0,450,350
3623,647,501,1,650,550
3624,341,444,1,350,450
3625,178,747,1,200,750
3626,464,683,1,500,700
3627,477,241,0,500,250
3628,297,1040,0,300,1050
3629,499,546,0,500,550
3630,273,254,0,300,300
3631,1052,360,0,1100,400
3632,2548,2567,1,2550,2600
3633,414,386,0,450,400
3634,1230,336,0,1250,350
3635,393,420,0,400,450
3636,422,241,1,450,250
3637,318,315,1,350,350
3638,167,294,1,200,300
3639,117,502,1,150,550
3640,222,858,0,250,900
3641,235,431,0,250,450
3642,310,158,0,350,200
3643,93,238,0,100,250
3644,199,139,1,200,150
3645,437,304,0,450,350
3646,58,84,0,100,100
3647,1685,484,0,1700,500
3648,797,349,0,800,350
3649,427,860,1,450,900
3650,268,714,1,300,750
3651,352,334,0,400,350
3652,2313,113,0,2350,150
3653,219,498,0,250,500
3654,312,424,1,350,450
3655,688,1133,1,700,1150
3656,277,75,0,300,100
3657,824,1508,1,850,1550
3658,102,1140,1,150,1150
3659,517,424,1,550,450
3660,316,288,0,350,300
3661,797,731,1,800,750
3662,166,745,0,200,750
3663,389,640,0,400,650
3664,866,164,0,900,200
3665,322,437,0,350,450
3666,575,643,0,600,650
3667,419,97,0,450,100
3668,565,282,1,600,300
3669,371,637,1,400,650
3670,229,362,1,250,400
3671,91,312,1,100,350
3672,190,837,1,200,850
3673,158,430,0,200,450
3674,429,237,0,450,250
3675,1304,522,1,1350,550
3676,2541,2602,1,2550,2650
3677,115,727,1,150,750
3678,487,93,0,500,100
3679,91,199,1,100,200
3680,216,600,1,250,600
3681,439,941,1,450,950
3682,594,481,0,600,500
3683,1093,1235,1,1100,1250
3684,646,536,0,650,550
3685,614,595,1,650,600
3686,374,711,0,400,750
3687,942,44,0,950,50
3688,1534,375,0,1550,400
3689,490,229,0,500,250
3690,218,1748,1,250,1750
3691,2012,380,1,2050,400
3692,416,416,0,450,450
3693,1657,974,1,1700,1000
3694,103,282,1,150,300
3695,304,1447,0,350,1450
3696,300,385,1,300,400
3697,270,2177,1,300,2200
3698,536,626,0,550,650
3699,181,465,0,200,500
3700,1977,1873,1,2000,1900
3701,260,327,1,300,350
3702,499,1524,0,500,1550
3703,472,252,0,500,300
3704,377,449,0,400,450
3705,159,437,1,200,450
3706,167,350,1,200,350
3707,333,770,0,350,800
3708,159,501,1,200,550
3709,359,1032,1,400,1050
3710,302,735,0,350,750
3711,324,518,1,350,550
3712,1033,1043,0,1050,1050
3713,349,410,0,350,450
3714,494,113,0,500,150
3715,955,501,0,1000,550
3716,184,1499,0,200,1500
3717,229,439,0,250,450
3718,593,425,0,600,450
3719,808,1651,0,850,1700
3720,526,424,0,550,450
3721,824,597,1,850,600
3722,587,1670,0,600,1700
3723,797,600,1,800,600
3724,543,149,0,550,150
3725,288,254,1,300,300
3726,422,260,0,450,300
3727,1523,290,0,1550,300
3728,312,464,1,350,500
3729,365,74,0,400,100
3730,273,1067,0,300,1100
3731,274,557,0,300,600
3732,630,1094,1,650,1100
3733,396,597,0,400,600
3734,2090,1584,1,2100,1600
3735,350,142,0,350,150
3736,342,122,0,350,150
3737,199,142,1,200,150
3738,362,688,0,400,700
3739,1368,3000,0,1400,3000
3740,372,1050,0,400,1050
3741,108,553,1,150,600
3742,467,175,0,500,200
3743,765,1338,0,800,1350
3744,1276,852,1,1300,900
3745,175,173,1,200,200
3746,142,128,1,150,150
3747,201,999,0,250,1000
3748,1507,1298,1,1550,1300
3749,789,1043,0,800,1050
3750,822,166,0,850,200
3751,375,625,0,400,650
3752,517,1007,0,550,1050
3753,962,890,0,1000,900
3754,315,374,1,350,400
3755,1017,120,0,1050,150
3756,501,2136,1,550,2150
3757,322,380,1,350,400
3758,1058,242,1,1100,250
3759,355,350,0,400,350
3760,501,513,1,550,550
3761,607,229,1,650,250
3762,316,108,1,350,150
3763,504,387,1,550,400
3764,904,113,0,950,150
3765,478,822,0,500,850
3766,317,583,1,350,600
3767,808,1208,1,850,1250
3768,1826,128,0,1850,150
3769,502,247,0,550,250
3770,208,339,0,250,350
3771,95,820,1,100,850
3772,462,310,0,500,350
3773,546,326,0,550,350
3774,199,501,1,200,550
3775,1085,1651,1,1100,1700
3776,91,941,1,100,950
3777,822,154,1,850,200
3778,1093,765,1,1100,800
3779,2313,2339,1,2350,2350
3780,98,394,0,100,400
3781,464,513,1,500,550
3782,242,294,1,250,300
3783,310,465,1,350,500
3784,175,735,0,200,750
3785,2177,268,1,2200,300
3786,99,70,0,100,100
3787,158,348,1,200,350
3788,860,1298,1,900,1300
3789,536,955,0,550,1000
3790,86,1031,1,100,1050
3791,2090,417,0,2100,450
3792,91,1304,1,100,1350
3793,513,703,0,550,750
3794,96,312,1,100,350
3795,557,800,1,600,800
3796,44,44,1,50,50
3797,499,177,1,500,200
3798,444,457,0,450,500
3799,170,271,0,200,300
3800,396,747,0,400,750
3801,222,802,0,250,850
3802,429,683,0,450,700
3803,559,736,0,600,750
3804,117,2161,0,150,2200
3805,372,1748,1,400,1750
3806,501,796,0,550,800
3807,773,527,0,800,550
3808,863,719,1,900,750
3809,508,1020,0,550,1050
3810,160,103,0,200,150
3811,297,297,1,300,300
3812,411,682,1,450,700
3813,282,175,0,300,200
3814,252,1097,1,300,1100
3815,239,881,0,250,900
3816,298,553,1,300,600
3817,277,1382,0,300,1400
3818,77,380,1,100,400
3819,84,683,0,100,700
3820,904,719,1,950,750
3821,348,344,1,350,350
3822,132,419,0,150,450
3823,1935,166,1,1950,200
3824,97,325,1,100,350
3825,444,122,0,450,150
3826,1099,396,0,1100,400
3827,810,590,0,850,600
3828,732,311,0,750,350
3829,201,365,1,250,400
3830,75,2346,0,100,2350
3831,908,623,0,950,650
3832,341,424,0,350,450
3833,288,444,1,300,450
3834,559,425,1,600,450
3835,439,96,1,450,100
3836,380,326,1,400,350
3837,942,600,0,950,600
3838,148,2136,1,150,2150
3839,315,592,0,350,600
3840,494,370,0,500,400
3841,116,105,1,150,150
3842,133,804,1,150,850
3843,499,258,0,500,300
3844,114,422,0,150,450
3845,58,529,1,100,550
3846,200,146,1,200,150
3847,460,632,0,500,650
3848,814,325,1,850,350
3849,550,442,1,550,450
3850,437,282,1,450,300
3851,190,406,1,200,450
3852,494,403,0,500,450
3853,480,820,1,500,850
3854,1304,199,1,1350,200
3855,974,745,1,1000,750
3856,216,860,1,250,900
3857,218,784,1,250,800
3858,439,322,1,450,350
3859,453,759,1,500,800
3860,1058,167,1,1100,200
3861,403,406,1,450,450
3862,731,1298,1,750,1300
3863,1937,1939,1,1950,1950
3864,557,96,1,600,100
3865,686,427,0,700,450
3866,543,360,0,550,400
3867,580,493,0,600,500
3868,190,426,1,200,450
3869,480,155,1,500,200
3870,1748,906,1,1750,950
3871,304,172,0,350,200
3872,441,684,0,450,700
3873,633,741,0,650,750
3874,334,373,0,350,400
3875,2109,519,1,2150,550
3876,1523,1651,1,1550,1700
3877,811,745,1,850,750
3878,424,164,1,450,200
3879,124,765,0,150,800
3880,1290,330,1,1300,350
3881,315,814,1,350,850
3882,1098,433,0,1100,450
3883,550,527,0,550,550
3884,70,128,1,100,150
3885,620,85,1,650,100
3886,370,466,1,400,500
3887,727,264,1,750,300
3888,2136,282,1,2150,300
3889,3000,3000,1,3000,3000
3890,360,931,0,400,950
3891,402,417,0,450,450
3892,795,1508,0,800,1550
3893,501,282,1,550,300
3894,508,371,1,550,400
3895,863,890,0,900,900
3896,453,1298,1,500,1300
3897,423,365,1,450,400
3898,146,1382,1,150,1400
3899,1748,784,1,1750,800
3900,585,526,0,600,550
3901,557,499,1,600,500
3902,102,597,1,150,600
3903,353,372,1,400,400
3904,772,674,0,800,700
3905,942,305,0,950,350
3906,205,244,1,250,250
3907,103,941,1,150,950
3908,310,365,0,350,400
3909,501,483,0,550,500
3910,316,423,0,350,450
3911,322,2012,1,350,2050
3912,394,254,0,400,300
3913,237,519,0,250,550
3914,359,374,1,400,400
3915,483,128,0,500,150
3916,146,494,0,150,500
3917,359,362,1,400,400
3918,352,70,0,400,100
3919,1135,58,1,1150,100
3920,70,804,0,100,850
3921,1041,322,1,1050,350
3922,781,906,1,800,950
3923,617,508,1,650,550
3924,326,1391,1,350,1400
3925,1748,643,0,1750,650
3926,889,515,0,900,550
3927,377,182,0,400,200
3928,304,364,0,350,400
3929,508,1093,0,550,1100
3930,1657,781,1,1700,800
3931,435,205,1,450,250
3932,805,94,0,850,100
3933,146,445,1,150,450
3934,146,993,0,150,1000
3935,421,529,0,450,550
3936,972,128,1,1000,150
3937,239,2261,0,250,2300
3938,796,182,1,800,200
3939,972,706,0,1000,750
3940,504,422,1,550,450
3941,360,1154,0,400,1200
3942,513,2136,1,550,2150
3943,453,860,1,500,900
3944,437,772,0,450,800
3945,2136,165,1,2150,200
3946,96,110,1,100,150
3947,350,976,0,350,1000
3948,357,472,1,400,500
3949,1581,772,0,1600,800
3950,201,2567,0,250,2600
3951,110,103,1,150,150
3952,747,735,0,750,750
3953,416,421,1,450,450
3954,102,218,0,150,250
3955,281,422,0,300,450
3956,791,866,1,800,900
3957,235,327,0,250,350
3958,1499,361,1,1500,400
3959,444,927,0,450,950
3960,1873,222,1,1900,250
3961,67,144,0,100,150
3962,146,2177,1,150,2200
3963,1599,113,1,1600,150
3964,1977,327,1,2000,350
3965,208,501,1,250,550
3966,696,643,0,700,650
3967,550,444,0,550,450
3968,1748,1480,1,1750,1500
3969,298,58,1,300,100
3970,623,1241,0,650,1250
3971,360,381,1,400,400
3972,146,133,1,150,150
3973,268,1024,1,300,1050
3974,108,256,1,150,300
3975,566,759,1,600,800
3976,268,478,0,300,500
3977,1265,659,1,1300,700
3978,677,248,0,700,250
3979,822,62,0,850,100
3980,785,351,0,800,400
3981,565,155,1,600,200
3982,396,2136,1,400,2150
3983,1748,557,1,1750,600
3984,183,604,0,200,650
3985,408,105,0,450,150
3986,258,287,1,300,300
3987,349,671,0,350,700
3988,297,686,0,300,700
3989,797,597,1,800,600
3990,1029,869,0,1050,900
3991,463,393,0,500,400
3992,217,75,0,250,100
3993,395,261,0,400,300
3994,172,334,0,200,350
3995,110,128,1,150,150
3996,861,229,0,900,250
3997,76,174,1,100,200
3998,863,296,0,900,300
3999,157,133,1,200,150
4000,435,734,1,450,750
4001,504,1007,0,550,1050
4002,913,133,1,950,150
4003,1812,473,0,1850,500
4004,91,895,1,100,900
4005,133,814,1,150,850
4006,414,563,0,450,600
4007,520,759,1,550,800
4008,1008,3000,0,1050,3000
4009,353,340,0,400,350
4010,604,628,0,650,650
4011,160,350,1,200,350
4012,406,647,0,450,650
4013,847,172,0,850,200
4014,456,890,1,500,900
4015,103,800,1,150,800
4016,935,54,0,950,100
4017,135,475,0,150,500
4018,98,727,1,100,750
4019,352,814,1,400,850
4020,91,396,1,100,400
4021,404,297,0,450,300
4022,546,734,1,550,750
4023,201,386,0,250,400
4024,755,464,1,800,500
4025,1105,344,0,1150,350
4026,1134,167,0,1150,200
4027,128,128,1,150,150
4028,356,607,0,400,650
4029,772,803,1,800,850
4030,202,348,0,250,350
4031,129,462,0,150,500
4032,183,586,0,200,600
4033,696,746,0,700,750
4034,1601,271,0,1650,300
4035,183,671,0,200,700
4036,91,95,1,100,100
4037,557,91,1,600,100
4038,200,403,1,200,450
4039,102,1023,0,150,1050
4040,292,744,1,300,750
4041,393,847,1,400,850
4042,442,600,1,450,600
4043,748,685,0,750,700
4044,557,972,1,600,1000
4045,913,1298,1,950,1300
4046,860,1031,0,900,1050
4047,422,772,0,450,800
4048,956,419,0,1000,450
4049,95,800,1,100,800
4050,444,403,0,450,450
4051,1304,103,1,1350,150
4052,349,420,0,350,450
4053,632,322,0,650,350
4054,597,755,1,600,800
4055,986,781,0,1000,800
4056,546,297,0,550,300
4057,146,69,1,150,100
4058,2177,341,0,2200,350
4059,291,107,0,300,150
4060,495,759,1,500,800
4061,824,280,1,850,300
4062,298,404,1,300,450
4063,473,798,1,500,800
4064,1135,210,1,1150,250
4065,629,1187,1,650,1200
4066,139,128,1,150,150
4067,113,431,1,150,450
4068,504,389,1,550,400
4069,2215,1094,0,2250,1100
4070,315,609,0,350,650
4071,312,683,1,350,700
4072,797,559,1,800,600
4073,620,393,0,650,400
4074,731,600,1,750,600
4075,765,198,1,800,200
4076,240,820,0,250,850
4077,312,941,1,350,950
4078,913,333,1,950,350
4079,579,1651,0,600,1700
4080,74,597,1,100,600
4081,299,456,0,300,500
4082,1430,805,0,1450,850
4083,529,156,1,550,200
4084,583,668,1,600,700
4085,70,380,1,100,400
4086,587,640,1,600,650
4087,287,426,0,300,450
4088,298,529,1,300,550
4089,878,589,0,900,600
4090,365,123,0,400,150
4091,1368,502,1,1400,550
4092,365,683,0,400,700
4093,591,2541,1,600,2550
4094,355,954,0,400,1000
4095,165,588,0,200,600
4096,129,431,0,150,450
4097,513,879,0,550,900
4098,591,2725,1,600,2750
4099,341,410,1,350,450
4100,185,755,1,200,800
4101,325,218,1,350,250
4102,355,442,1,400,450
4103,1161,1812,0,1200,1850
4104,408,365,0,450,400
4105,216,942,1,250,950
4106,277,339,0,300,350
4107,96,2136,1,100,2150
4108,416,406,1,450,450
4109,2220,1134,1,2250,1150
4110,102,546,1,150,550
4111,255,334,0,300,350
4112,1826,387,0,1850,400
4113,171,314,0,200,350
4114,391,445,0,400,450
4115,116,174,1,150,200
4116,586,609,1,600,650
4117,276,355,0,300,400
4118,587,211,0,600,250
4119,913,218,1,950,250
4120,553,256,1,600,300
4121,499,501,1,500,550
4122,369,430,0,400,450
4123,352,69,1,400,100
4124,124,400,1,150,400
4125,86,139,1,100,150
4126,913,84,1,950,100
4127,362,1140,0,400,1150
4128,139,820,1,150,850
4129,1651,879,0,1700,900
4130,393,136,0,400,150
4131,653,589,0,700,600
4132,502,332,0,550,350
4133,202,734,0,250,750
4134,759,442,1,800,450
4135,499,139,1,500,150
4136,183,255,0,200,300
4137,1290,412,0,1300,450
4138,2058,1447,1,2100,1450
4139,96,128,1,100,150
4140,276,473,0,300,500
4141,2090,582,0,2100,600
4142,91,464,1,100,500
4143,159,1033,0,200,1050
4144,313,826,0,350,850
4145,3000,778,0,3000,800
4146,113,62,0,150,100
4147,1033,3000,1,1050,3000
4148,466,418,1,500,450
4149,364,1020,0,400,1050
4150,302,505,0,350,550
4151,86,110,1,100,150
4152,513,326,0,550,350
4153,85,822,1,100,850
4154,305,879,0,350,900
4155,2210,178,1,2250,200
4156,380,599,1,400,600
4157,199,464,1,200,500
4158,208,954,0,250,1000
4159,480,2136,1,500,2150
4160,426,363,0,450,400
4161,1031,424,1,1050,450
4162,447,436,1,450,450
4163,224,682,1,250,700
4164,399,136,0,400,150
4165,524,643,1,550,650
4166,452,551,0,500,600
4167,482,852,1,500,900
4168,565,128,1,600,150
4169,522,128,1,550,150
4170,95,501,1,100,550
4171,180,300,0,200,300
4172,205,1009,0,250,1050
4173,322,326,1,350,350
4174,124,393,1,150,400
4175,1036,527,0,1050,550
4176,282,1480,0,300,1500
